generation,avg_bb_size,var_bb_size,avg_shortest_dist,swarm_density_count,prey_neurons_connected_prey_retina
1,5179.537399,29571677.166584,24.109418,1.180132,8
2,5554.933536,29930644.355241,24.152937,1.154836,8
3,6813.166961,49824035.049279,24.646074,1.076656,8
4,3925.604508,24497130.605712,25.348227,1.112766,8
5,2299.349014,1972899.831347,24.565859,1.185869,8
6,1606.281963,2932665.564461,25.006240,1.121232,8
7,2333.790171,6718543.147034,25.285189,1.114866,9
8,2674.311854,6576649.894294,25.000480,1.123378,6
9,2063.328853,2087992.083178,25.407627,1.185743,6
10,1587.999299,1078763.789853,25.693059,1.077332,7
11,1376.626064,900307.723533,25.345577,1.186031,7
12,1867.609600,3525300.939622,24.768687,1.154836,9
13,2750.422556,14624109.056735,25.839248,1.146091,6
14,1841.449758,3042961.849882,26.308362,1.058901,6
15,1768.587680,4595403.441415,25.553345,1.104329,6
16,1555.887781,1195732.103305,25.388704,1.081185,7
17,1107.403998,860758.184730,25.740271,1.025469,6
18,1843.096418,4896559.491690,25.913154,1.037575,6
19,1676.852740,1113001.098139,24.940705,1.196551,7
20,2883.884807,7314655.066891,25.102288,1.047543,7
21,1849.602938,3415456.028799,25.212982,1.104065,6
22,1684.811074,1245837.019361,25.535481,1.069790,4
23,2383.876100,9205492.433307,24.954172,1.175003,5
24,1447.715687,868578.494476,25.451753,1.021794,5
25,1870.750964,3567835.330768,24.905476,1.119309,7
26,1112.664313,703982.424753,24.524159,1.139664,9
27,2009.893402,3393690.622828,25.667140,1.017216,5
28,1105.926446,642478.472890,25.300096,1.125066,7
29,1986.664965,5755331.570130,25.815018,1.050321,6
30,1300.866095,935610.748982,26.081812,1.067800,10
31,2371.591466,8684199.365097,26.228935,1.013649,5
32,773.771092,313643.039810,26.757790,0.947380,2
33,3937.404948,33504038.985630,25.616602,1.028035,6
34,996.274015,945986.444255,25.773177,1.069943,7
35,1503.251179,3543310.634305,26.563228,0.987711,6
36,1152.691429,913391.798654,25.491909,1.056955,11
37,1094.592484,513957.746401,25.279379,1.066815,7
38,1638.594586,6035968.837114,25.680366,1.059931,5
39,1740.806013,3711130.756782,25.956835,1.067992,3
40,2483.046024,18206297.326988,25.890594,1.083957,7
41,1256.692671,1478279.933990,26.254841,0.985786,4
42,1554.080072,3263244.586617,25.681299,1.094121,6
43,617.034664,175136.889329,26.615589,1.105638,4
44,1143.153792,979174.373991,25.778947,1.098857,7
