generation,avg_bb_size,var_bb_size,avg_shortest_dist,swarm_density_count,prey_neurons_connected_prey_retina
1,1063.232665,7957066.874129,24.653714,1.258043,10
2,543.120553,207919.870116,24.949393,1.185114,7
3,440.256929,112732.200545,25.867922,1.132895,10
4,428.938101,65059.227336,25.142862,1.205918,10
5,647.450972,481181.541705,25.676449,1.107205,10
6,401.112674,49163.796815,24.317394,1.411656,10
7,987.240368,1170397.042705,25.108561,1.148776,10
8,374.479955,32677.839454,26.100272,1.125208,10
9,1444.775694,3081228.115504,25.249198,1.118550,12
10,2467.798514,28534131.665004,25.209806,1.181016,9
11,413.251060,44814.937492,24.777884,1.277118,7
12,321.344557,35107.620565,24.221264,1.386997,5
13,296.199652,23259.913520,24.926016,1.271463,10
14,2028.856638,23214653.483681,25.347955,1.113340,5
15,277.696871,18393.733798,24.661321,1.337912,10
16,302.021688,17204.381567,25.466887,1.236419,8
17,281.790128,25004.133655,25.265196,1.268698,10
18,495.472964,171031.224881,25.277236,1.282799,6
19,445.533694,157620.694684,26.905814,1.107273,7
20,730.710633,1189170.805510,25.850786,1.084193,5
21,316.826797,21106.303175,25.506628,1.218251,7
22,366.136371,29538.150590,26.523307,1.162065,6
23,834.198950,1466287.880975,27.436594,0.994075,4
24,353.561985,37967.678752,25.886497,1.174559,4
25,586.174155,663746.212956,25.510100,1.128988,8
26,360.067395,53896.671501,25.746109,1.141090,6
27,706.181606,680771.535459,25.814327,1.129113,10
28,279.723353,20708.085082,24.665446,1.330509,9
29,248.206672,16052.776685,25.337231,1.352441,5
30,666.299185,1296581.879379,25.481951,1.136682,7
31,426.755343,57960.217110,25.421475,1.182710,6
32,628.467718,275738.889688,24.837752,1.171205,8
33,402.541445,272036.327218,25.268852,1.253828,9
34,353.810557,33193.935588,25.682538,1.170504,7
35,380.731143,55997.955183,25.672284,1.216736,5
36,499.154171,279386.592928,25.013871,1.198745,7
37,2958.357188,60468419.743058,24.915284,1.120658,2
38,807.699188,979033.460221,25.954102,1.091915,6
39,553.736171,294114.599551,25.489133,1.201637,10
40,355.349961,33593.556166,24.904972,1.250457,10
41,1093.270929,6067924.432235,25.348851,1.124385,5
42,564.381427,221030.180316,25.576102,1.067635,2
43,883.466082,5140329.390718,25.812638,1.120993,10
44,615.020069,422026.878880,25.305278,1.184153,8
45,2520.594957,15223069.310540,25.946294,1.066425,9
46,657.420323,907276.440210,24.826182,1.254559,5
47,405.751490,54511.039342,24.823612,1.293134,10
48,1071.285245,2731124.566499,25.310569,1.118193,2
49,315.723022,29731.850271,24.984407,1.283626,8
50,527.576804,141765.663690,25.935856,1.041895,9
51,323.876088,24002.305371,25.179138,1.185561,6
52,1233.197992,5027068.248475,26.019678,1.099363,5
53,1031.513281,2905592.598764,25.505685,1.217342,6
54,646.333951,382335.566626,25.640482,1.133554,2
55,429.291941,52550.693012,26.703129,1.078696,5
56,563.528359,705191.527516,27.033116,1.000520,2
57,1377.483240,4531332.574812,24.936947,1.165782,12
58,327.654762,34116.614000,24.932249,1.272081,7
59,785.809340,1827810.113580,25.387398,1.170052,7
60,789.711780,261238.341278,26.786104,1.056087,11
61,352.073892,30520.676385,26.610714,1.098378,4
62,728.346687,486628.167341,25.789278,1.097205,6
63,541.174070,90975.214967,26.121999,1.079454,2
64,392.935943,41451.969965,27.080482,1.039557,6
65,551.307965,340888.341130,25.916745,1.167323,2
66,554.699811,176616.042791,25.884385,1.090254,2
67,996.162021,1543723.837781,26.085017,1.023778,8
68,301.163691,20345.259975,25.515555,1.165764,8
69,377.200033,30414.627970,26.299820,1.099017,9
70,705.974605,2874567.560621,26.176734,1.052624,3
71,500.408974,202991.580528,26.237367,1.037364,8
72,726.423264,538884.004980,26.183839,1.039966,9
73,566.027085,300990.962839,26.614154,1.040144,2
74,981.904432,1018613.124650,26.511751,1.053747,8
75,347.925168,33191.016138,26.348708,1.106001,4
76,984.439734,740560.233254,27.039741,1.032292,6
77,494.563532,132293.095321,26.285667,1.107030,8
78,394.767733,38347.846919,26.207160,1.114981,2
79,458.209963,161958.950421,26.099469,1.042438,2
80,410.727063,86755.890286,25.965013,1.081368,4
81,352.179302,28877.372776,25.962191,1.091451,4
82,415.410409,52016.688045,26.778043,1.030474,2
83,655.405398,287066.081812,26.562074,1.022096,2
84,417.097744,101452.075308,26.226445,1.053083,5
85,524.949593,126328.198468,26.204428,1.010339,9
86,343.487334,27746.323988,25.882631,1.096109,9
87,724.498239,456556.726562,25.809227,1.132915,9
88,568.883989,220349.670114,25.898781,1.055590,8
89,576.810664,520506.508688,25.921815,1.071861,5
90,1403.830083,8386257.978943,25.340769,1.104114,4
91,1160.311260,3641348.512410,26.729256,0.971943,4
92,1054.621332,3685090.069680,26.481477,1.007045,4
93,1316.763458,7530170.914016,25.840551,1.078221,9
94,728.288880,555136.009604,26.511761,0.985691,3
95,715.304531,1494928.593682,25.976684,1.090257,2
96,352.925268,40837.744889,26.483904,1.028818,4
97,323.318082,25739.337964,26.378346,1.055520,4
98,1052.534158,3529797.789757,25.975816,1.032015,1
99,347.904173,25277.492086,26.579224,1.091559,3
100,506.926469,313601.641788,26.667265,0.994461,10
101,322.429540,25251.642696,26.589947,1.018701,2
102,465.821953,68151.849219,27.505117,0.992072,4
103,913.654652,1551987.152671,26.077917,1.057035,6
104,337.541937,26097.737590,27.072249,1.059615,2
105,611.595052,593145.167430,26.299553,1.038273,2
106,919.695373,2833948.060991,27.146854,0.991166,2
107,298.297148,18557.239572,26.962250,1.090180,2
108,418.488199,66391.356626,27.389551,1.013427,2
109,1017.978817,1335780.266999,26.553236,1.101077,2
110,659.087113,831479.532604,25.722105,1.162679,4
111,428.462898,135338.284010,26.998653,1.003910,4
112,268.251073,17507.659180,25.550215,1.177841,2
113,666.079112,1089800.588836,26.382848,1.078514,6
114,276.434453,21244.018708,26.161464,1.236645,2
115,451.744193,131128.930933,26.447432,1.036079,14
116,345.631023,37658.555024,26.255319,1.154157,2
117,289.516078,26632.213548,26.646946,1.180320,6
118,643.233020,964299.270749,26.126061,1.032839,2
119,852.169104,1768410.801097,25.703559,1.092878,2
120,351.191233,43358.253386,26.524026,1.089835,4
121,744.242047,461532.218299,26.317484,1.050070,1
122,766.867938,683876.013300,25.725066,1.095958,3
123,371.358212,25575.514007,26.196818,1.021112,3
124,669.976881,420760.344442,26.802365,1.018542,3
125,415.382514,45054.140462,26.126690,1.027644,2
126,1508.983216,10731046.853698,25.875073,1.113881,0
127,824.429664,950804.086436,25.850738,1.102492,2
128,387.121933,54601.965568,26.235768,1.084224,13
129,538.235337,115156.003765,26.783763,0.974740,13
130,2081.046778,11489854.066171,25.852223,1.110412,5
131,513.377457,68309.654147,26.014647,1.090787,4
132,287.961196,17870.801141,25.894984,1.086016,2
133,556.601086,502129.096363,25.536796,1.104884,2
134,412.770493,38577.703743,27.234101,1.087926,4
135,649.920802,438662.861928,25.367485,1.080825,3
136,375.221217,33062.694109,26.700811,0.976461,4
137,631.298660,501104.774189,25.783385,1.073353,1
138,575.385610,188801.558177,26.020465,1.079332,4
139,418.510722,53138.867098,26.023795,1.082167,1
140,1036.785879,3146287.815871,25.338680,1.100999,3
141,530.174328,343543.034354,26.292985,1.050110,5
142,591.418424,1289291.003651,25.638444,1.139475,1
143,721.121480,1134265.434531,25.352725,1.088831,3
144,625.527681,228973.090889,26.069170,1.097971,6
145,348.354741,37446.174540,26.143935,1.012051,1
146,1341.059994,3087430.218911,26.429136,1.027255,4
147,388.351393,36004.415584,26.722390,1.121010,1
148,1316.030667,5616722.110227,25.782063,1.076247,3
149,1388.353251,3264856.390204,25.973358,1.099275,2
150,1249.694869,2059285.363662,25.441150,1.108480,0
151,705.566789,272624.373213,26.646811,1.059774,1
152,657.562304,1189081.094408,25.431219,1.095616,2
153,537.239576,118870.603252,25.919806,1.135962,1
154,3207.075974,26693556.941384,25.130037,1.231393,1
155,3575.477124,34925178.754734,24.678287,1.209415,1
156,1788.545046,3280109.041625,24.573075,1.385679,2
157,851.990347,1070516.889080,24.997881,1.289940,1
158,2416.171261,21480184.082831,25.360299,1.271181,1
159,2594.323947,15728788.990757,24.549430,1.319099,5
160,562.343963,167080.888161,25.311938,1.164612,2
161,1901.155990,7818598.137306,25.311788,1.212891,1
162,580.717691,116157.606808,24.554328,1.346306,5
163,676.609776,118145.881147,24.945984,1.205995,1
164,2360.889664,27297386.134934,25.354876,1.161569,2
165,553.735195,98167.819689,26.054256,1.122604,0
166,2104.480264,9737415.613292,26.138050,1.168366,1
167,2042.191029,6246511.207453,24.606876,1.354992,4
168,3192.175259,65407918.130588,24.843905,1.266942,1
169,949.513070,751797.869463,24.728348,1.388161,1
170,700.761708,249947.236596,24.228532,1.418084,2
171,649.586794,138705.552563,25.043415,1.348613,1
172,1919.892010,7043859.734915,24.145018,1.294567,1
173,3356.090196,18240981.031765,24.317997,1.347886,1
174,1468.786117,1765442.486964,24.329943,1.386495,1
175,799.004940,216224.924192,24.686909,1.483024,2
176,3901.270314,21239324.028050,24.019598,1.433372,2
177,2120.938592,5415735.364732,24.264995,1.450131,1
178,2434.028941,17725576.449252,24.651113,1.306731,1
179,3446.673547,24190350.059863,23.400795,1.440687,1
180,4603.950369,53018250.181583,24.043073,1.315942,2
181,2609.632171,10313997.134296,24.121817,1.352379,2
182,913.415787,400297.378421,24.002373,1.341153,2
183,1134.414603,508962.074253,24.472974,1.550975,1
184,9870.628330,385057548.482632,22.559843,1.854816,1
185,1530.167137,1539111.165914,23.598544,1.560815,1
186,5002.140016,49773000.243626,23.317781,1.575633,2
