generation,avg_bb_size,var_bb_size,avg_shortest_dist,swarm_density_count,prey_neurons_connected_prey_retina
1,522.615808,168436.941532,29.267873,0.873636,6
2,575.836413,159059.048082,29.145873,0.913491,6
3,523.258984,103387.226587,29.297638,0.879151,6
4,609.946939,349559.584063,29.021901,0.896403,6
5,639.884569,381612.884892,29.269468,0.905979,6
6,560.784855,157904.116304,29.258031,0.886861,6
7,572.067703,265791.790392,29.850619,0.856609,6
8,603.604945,225913.109503,29.291733,0.906178,7
9,577.237353,225201.969493,28.958147,0.901765,6
10,575.718548,174751.595595,29.479515,0.878987,7
11,647.613604,403131.086082,29.146243,0.886507,6
12,522.256880,134478.296970,29.419663,0.887739,7
13,575.805776,385717.234443,28.576618,0.943116,4
14,573.245827,231630.051293,28.889303,0.928354,5
15,563.553829,193170.124283,29.089765,0.902465,5
16,516.337538,84145.993479,29.263109,0.902515,8
17,608.711218,350706.938868,29.176374,0.885897,5
18,572.808352,193140.157395,29.426169,0.892809,6
19,606.420608,242338.719875,29.182567,0.908891,6
20,598.663855,306082.669642,28.874960,0.898812,6
21,688.084559,628749.719889,29.353112,0.883545,6
22,616.993485,328692.102330,29.207123,0.916849,5
23,628.582675,253338.766008,29.206752,0.900820,6
24,603.177315,188511.986500,29.116591,0.909711,5
25,779.503827,947510.554012,29.322786,0.921613,6
26,783.104560,709472.779601,29.390778,0.887677,5
27,621.016765,252363.351634,29.390589,0.871124,6
28,639.282098,296672.440746,28.635043,0.927647,6
29,645.028931,366981.650976,28.772311,0.956253,4
30,615.364073,226711.555838,29.248471,0.886863,5
31,627.071602,179041.042063,28.979508,0.897201,6
32,514.749564,101885.395485,29.305323,0.912886,5
33,703.857148,432003.418294,28.984780,0.877156,11
34,597.984300,246924.740864,28.647241,0.928307,3
35,616.527937,184253.300228,29.259088,0.909731,5
36,898.964338,1340094.442951,29.177493,0.919921,4
37,756.467205,519805.108656,29.177116,0.899783,4
38,816.452023,769454.448265,29.066318,0.932432,4
39,774.651830,668235.798713,28.734632,0.949123,3
40,632.902804,332245.832411,28.427723,0.928763,7
41,687.006187,462520.434632,29.122726,0.893742,5
42,592.109664,288497.977395,29.409686,0.904216,3
43,575.529344,194456.461687,29.173737,0.892821,1
44,660.057613,275736.078959,29.010505,0.935590,5
45,869.446868,1221949.182936,28.653300,0.935360,0
46,586.591875,146890.703430,28.939219,0.926968,1
47,723.094413,678314.415094,28.956743,0.894906,5
48,567.636007,191224.950193,28.651661,0.959582,7
49,733.287255,877232.202625,28.780956,0.926142,6
50,677.266732,380996.119845,28.655749,0.934334,6
51,575.786311,244346.092049,28.769196,0.911816,4
52,657.382437,278985.403920,28.987418,0.928421,1
53,668.325536,279484.725515,29.328020,0.910864,1
54,691.959351,590026.081447,28.511459,0.935727,2
55,635.547751,228124.496278,29.124579,0.885862,2
56,550.753990,235836.257183,28.759530,0.934284,2
57,783.472098,1091805.314221,28.392928,0.930965,7
58,1253.775201,2665708.186264,28.881964,0.951942,4
59,744.433805,459659.969746,28.416913,0.955888,1
60,976.213027,2591295.278483,27.929931,0.988759,4
61,1638.493521,4388316.127914,27.857821,0.966957,1
62,3227.687285,40836976.006883,27.022386,1.042854,1
63,1497.876867,10433113.230950,26.742181,1.045171,5
64,3750.328793,71734390.790399,26.173083,1.112865,1
65,6187.408668,244961787.205357,25.631727,1.170329,5
66,15113.298462,615916571.733227,25.521047,1.175861,5
67,18782.219208,1313772324.390961,24.549502,1.236324,1
68,10792.378229,727979913.096000,25.341363,1.167748,1
69,9889.627567,610618916.627319,25.006668,1.239504,1
70,15421.098800,1062115716.981373,25.173329,1.179261,1
71,16272.353626,1521513074.683419,24.135792,1.298676,5
72,16722.719036,850912572.950099,24.134423,1.300682,2
73,18184.881898,1024168552.072754,24.407939,1.232370,2
74,17842.185578,1123102187.280122,23.857114,1.369790,2
75,20424.132848,1332627075.923997,24.221724,1.257027,1
76,19240.384659,1156535608.148492,24.149533,1.269280,5
77,24752.129639,1791045694.932121,23.203360,1.438539,5
78,20152.930886,1212595172.394984,23.378509,1.410386,2
79,25432.620001,1536463018.057770,23.121202,1.460279,4
80,19920.249327,1247958124.309049,23.139031,1.449509,2
81,29718.750639,2081820587.353257,22.691256,1.500736,1
82,27380.801270,1588831980.702487,22.597340,1.451796,5
83,10826.600742,531552498.901894,23.055083,1.414268,2
84,33819.602133,2385584833.135270,22.682704,1.503878,2
85,35624.288339,2253555816.006409,21.918565,1.593171,1
86,18578.183253,932442079.651010,23.336338,1.404851,2
87,21354.914761,1683230106.774060,22.837900,1.469979,3
88,28804.071433,1932186890.372429,22.624169,1.544886,1
89,26333.905878,1274031537.868326,22.747916,1.491028,1
90,22014.197430,1591838755.840429,23.329778,1.385111,1
91,19181.508620,1213862630.459757,23.408123,1.399425,1
92,28551.590995,1555675044.204507,22.454796,1.506023,2
93,30394.111870,2080210347.573722,22.635400,1.501195,1
94,27469.217995,1885316434.958534,23.068325,1.450372,2
95,28323.938027,1518404491.168993,22.553590,1.479237,2
96,26380.783478,1416233893.223426,23.053737,1.451821,2
97,31633.711237,2320874263.601260,22.505848,1.577719,2
98,25169.114305,1280249419.774277,23.528116,1.359621,2
99,35421.919211,2200647183.734458,22.421093,1.517692,2
100,26345.116495,2180112202.218120,23.288720,1.446816,2
101,21507.700712,1702304167.911370,23.345653,1.388967,3
102,22351.922515,1571345651.780227,23.172460,1.412664,2
103,25901.936537,1677358272.203681,22.586607,1.506859,1
104,29881.446924,2040717889.655535,22.020888,1.627042,1
105,27738.252268,1874144410.479461,22.494625,1.541494,1
106,26595.866226,1754050231.922282,23.258662,1.440593,1
107,38299.223644,2442198968.488013,21.853562,1.724787,1
108,28323.135619,1549627165.465304,22.650888,1.472491,1
109,34872.659199,2112897158.717872,22.724186,1.444648,1
110,24028.787214,1846429026.253402,22.654850,1.504446,1
111,30872.219935,2118538772.626784,21.978202,1.651149,1
112,29021.179288,1867919283.753590,23.009246,1.396355,2
113,35483.835459,2552507443.544374,22.506868,1.565636,2
114,33047.799149,2302765418.538858,22.210422,1.600001,1
115,36867.352940,2380150090.552850,22.079689,1.556911,1
116,35610.152950,2362171472.364695,22.491642,1.524400,1
117,37250.389342,2162787104.599830,22.390823,1.474891,1
118,32049.129106,2143420160.977050,22.325399,1.604054,1
119,35650.268160,2305593384.393257,22.120688,1.580473,2
120,31349.044501,2109489106.076383,22.204447,1.687363,1
121,38778.942483,2127584380.310797,21.782348,1.625958,1
122,31526.623437,2177859905.932868,22.723314,1.505925,3
123,29532.394168,1756985169.937163,22.225782,1.608237,1
124,30928.482901,1852265933.256653,22.505164,1.483779,1
125,22689.517484,1636960401.895386,21.814123,1.682291,1
126,28293.426152,1974170131.181754,22.012076,1.628137,1
127,39044.006341,2324127657.198021,21.671071,1.661155,1
128,38782.966233,2462962277.693513,21.941034,1.580167,2
129,35549.279076,1912158699.282367,22.508775,1.518416,2
130,23697.376799,1169168764.251463,22.291494,1.618564,1
131,17873.841463,792222544.354227,22.542375,1.581557,2
132,36322.041011,2104381496.106297,21.825706,1.660972,1
133,37952.980795,2319738823.440699,20.738578,1.935839,1
134,37854.698830,2263059536.882042,21.292388,1.739415,1
135,34945.991889,2051058377.231397,21.544759,1.691103,1
136,31093.941895,2167313448.317863,21.950717,1.613904,3
137,35592.777261,2026057737.756759,21.423296,1.736637,2
138,22411.779451,1449599095.463233,22.390988,1.595560,2
139,23689.895968,1528611797.789280,22.561848,1.533491,1
140,24428.842146,1434121421.252522,22.033791,1.658658,2
141,42133.218578,2319385257.460185,21.271227,1.649588,1
142,32515.999838,1800908167.427136,21.846427,1.609787,1
143,32722.915407,1998385076.905865,21.896983,1.547743,1
144,31993.554313,1996010366.193166,22.321897,1.512958,2
145,38160.795841,2623359265.002079,21.679611,1.654489,0
146,31730.855928,2232467653.142851,21.973970,1.678763,1
147,36009.991772,2339306487.915879,21.605368,1.684555,2
148,36872.593796,1762426344.878910,21.578225,1.696804,0
149,22973.817207,1321166838.840494,22.128903,1.642807,2
150,32477.763590,1476865337.346822,21.713906,1.601683,2
151,37994.750632,2314958179.526949,21.676805,1.673460,2
152,31954.458644,1442165874.959701,21.911718,1.598405,1
153,39068.773135,2418968934.715629,21.500362,1.704621,1
154,35202.199971,1878164903.197395,21.381077,1.652762,1
155,22704.711736,1338715425.971345,22.339078,1.602666,2
156,41078.468547,2611619951.005790,21.139332,1.925175,1
157,41234.270911,2436394518.445008,21.186724,1.686526,2
158,39122.357992,2285794757.250287,21.738645,1.579255,2
159,40626.068749,2650221894.407895,21.180007,1.842692,1
160,41241.354108,2152771411.497670,21.071664,1.765528,1
161,38543.713657,1946834358.404445,21.557487,1.690883,1
162,34600.065226,2109705319.455948,22.083931,1.606544,1
163,42019.264313,2453131842.080573,21.004051,1.805376,2
164,35599.907560,1561270066.878711,21.068955,1.762180,2
165,30911.181481,1552293100.513336,20.990460,1.788561,2
166,28349.538110,1372273424.700036,21.892150,1.713499,2
167,38420.199207,2251377184.959803,21.852604,1.607054,1
168,30878.576339,2137186201.359106,22.209748,1.587022,1
169,45661.666465,2453812770.035859,20.470042,1.899627,2
170,27659.004062,1340401296.217781,21.618311,1.703186,0
171,35625.659607,1557033388.107538,21.504277,1.732720,1
172,30822.552037,1880525655.919615,22.239756,1.600302,1
173,39159.365918,2504563858.966747,21.762366,1.665349,2
174,27106.877116,1661874223.325188,21.441615,1.756821,2
175,21314.254041,1649356054.670741,22.186026,1.727748,2
176,32349.735899,2387981382.681374,21.408331,1.751388,2
177,35215.690373,2209081646.569829,21.701252,1.745549,1
178,40601.374592,2605552877.025650,21.041638,1.819167,2
179,43303.719220,2910883121.280178,20.847475,1.842384,2
