generation,avg_bb_size,var_bb_size,avg_shortest_dist,swarm_density_count,prey_neurons_connected_prey_retina
1,490.402568,77748.146684,29.585902,0.884543,10
2,526.814422,121740.832631,29.617107,0.882412,10
3,541.388206,147264.205197,29.707193,0.881402,11
4,614.382563,382599.664330,29.229505,0.884125,10
5,482.967951,175217.212945,29.508219,0.900076,9
6,535.017048,127466.782451,28.988091,0.896365,10
7,472.118518,100935.299092,29.189852,0.899132,10
8,708.353424,396652.237711,29.383810,0.883866,10
9,589.638299,437028.522257,28.936000,0.891949,7
10,567.990307,119501.132391,28.798252,0.937939,9
11,671.845729,305002.440866,28.704486,0.961087,8
12,554.039503,132165.846448,28.971238,0.934941,7
13,718.144345,474254.232630,28.482973,0.958467,6
14,469.486490,116778.057271,27.972687,0.985798,10
15,553.910683,142672.776513,27.920031,1.012584,11
16,492.245727,117251.475757,27.344785,1.006922,3
17,499.769209,319638.984157,28.439179,0.929491,8
18,933.402306,1415424.361957,27.716240,0.946825,8
19,577.151579,166467.186385,26.880884,1.030338,11
20,387.420223,61948.052956,28.333528,0.977752,3
21,565.492049,382432.837500,27.099170,1.024503,10
22,702.282161,261024.007496,27.376598,0.988664,12
23,426.112649,71913.783860,27.667330,0.947167,6
24,385.178021,54123.678286,28.572344,0.932564,8
25,817.729555,1130642.281706,27.414198,1.012051,9
26,523.598402,540818.803289,27.642321,0.990881,11
27,600.699049,291932.346577,27.136046,0.992421,7
28,1087.043592,3735301.115427,27.118285,1.017967,7
29,354.658890,40823.557878,27.232307,1.005393,8
30,662.320723,458752.683082,27.567305,1.032850,10
31,821.779955,1402859.023023,27.253721,0.989225,4
32,424.463944,69500.461053,27.058740,0.990125,9
33,452.305742,184443.882492,26.013308,1.099830,7
34,814.294702,1077674.876916,26.929926,1.030502,7
35,720.156548,532394.617836,27.008472,1.006806,1
36,533.720448,226844.317669,27.046874,0.994894,6
37,384.334530,34757.281832,26.677659,1.073534,1
38,980.669534,1346975.008133,27.034533,1.016905,14
39,638.840790,734041.125145,26.854728,1.024114,4
40,516.268536,129708.576558,26.476787,1.100266,7
41,2221.271174,22223511.803259,25.818219,1.059683,11
42,1137.039717,3823685.901705,27.103851,1.005990,0
