generation,prey_fitness,predator_fitness,num_alive_end,avg_bb_size,var_bb_size,avg_shortest_dist,swarm_density_count,prey_neurons_connected_prey_retina,prey_neurons_connected_predator_retina,predator_neurons_connected_prey_retina,num_attacks
1,107286.000000,92716.000000,19,2741.329920,1399889.545909,1991.033929,0.221048,4,4,5,81
1,97217.000000,102785.000000,11,3957.561903,8102856.467063,2302.352461,0.229017,4,4,5,89
2,97013.000000,102989.000000,20,1815.758837,685010.403512,2445.746326,0.251115,4,4,5,80
3,116651.000000,83351.000000,29,3805.050945,3028367.237659,1859.577164,0.213672,4,4,5,71
4,98699.000000,101303.000000,14,710.665023,47389.204331,2288.607247,0.326261,4,4,5,86
5,89774.000000,110228.000000,6,8717.817681,28272738.112578,4203.707453,0.000000,3,3,5,94
6,105295.000000,94707.000000,11,2960.603844,4340802.049501,2304.358247,0.000000,3,3,5,89
7,110362.000000,89640.000000,22,2451.607700,736116.931307,1935.263320,0.000000,3,3,5,78
8,106099.000000,93903.000000,12,4277.658068,4082842.095255,1721.651249,0.000000,3,3,5,88
9,103696.000000,96306.000000,16,2389.457745,197469.493842,2495.820632,0.000000,3,3,5,84
10,99076.000000,100926.000000,9,7655.756392,21150103.255506,2731.798710,0.000000,3,3,5,91
11,107368.000000,92634.000000,17,1095.972621,46800.539974,2216.587573,0.000000,3,2,5,83
12,99423.000000,100579.000000,9,4979.741733,7416843.943215,2401.121457,0.000000,3,2,5,91
13,96196.000000,103806.000000,8,2733.689581,984172.163920,3208.780631,0.000000,3,2,5,92
14,94949.000000,105053.000000,12,2259.930355,498274.363346,2615.116056,0.000000,3,2,5,88
15,98037.000000,101965.000000,11,1366.559406,15777.218229,2271.270931,0.000000,2,1,5,89
16,105525.000000,94477.000000,16,2613.639563,1079171.983958,2226.916004,0.000000,2,1,5,84
17,83312.000000,116690.000000,9,2913.256687,448022.397217,2433.158425,0.000000,2,1,5,91
18,107289.000000,92713.000000,20,3271.953871,4147008.785141,1907.186013,0.000000,2,1,5,80
19,92267.000000,107735.000000,13,1803.697683,189399.535293,2315.596328,0.000000,2,1,5,87
20,108597.000000,91405.000000,18,2911.918104,575680.417433,1814.487676,0.000000,2,1,5,82
21,86940.000000,113062.000000,11,1632.180389,90477.719687,2485.307649,0.000000,2,1,5,89
22,100980.000000,99022.000000,11,2900.354238,475096.215339,2369.488343,0.000000,2,1,5,89
23,84217.000000,115785.000000,5,7637.378113,8906296.405461,4124.429270,0.000000,2,1,5,95
24,96144.000000,103858.000000,9,2418.631181,824729.342485,2179.519622,0.000000,2,1,5,91
25,88021.000000,111981.000000,4,5331.537123,8992685.413291,3625.663995,0.000000,2,1,5,96
26,88798.000000,111204.000000,5,13781.962587,92308144.933016,2610.036040,0.000000,3,2,5,95
27,111535.000000,88467.000000,12,5229.164867,10377342.631932,1996.083951,0.000000,3,2,5,88
28,76519.000000,123483.000000,3,2285.120267,381124.981570,2732.757830,0.000000,3,2,5,97
29,87935.000000,112067.000000,1,10643.779393,71026991.287454,4198.323950,0.000000,3,2,5,99
30,81949.000000,118053.000000,0,14428.145766,245894425.179018,1716.388670,0.000000,3,2,5,100
31,76285.000000,123717.000000,0,19295.013512,232613316.212944,1852.906638,0.000000,3,2,5,100
32,86465.000000,113537.000000,1,18466.131318,165881418.040865,7274.612143,0.000000,3,2,5,99
33,96515.000000,103487.000000,7,11122.723612,92666614.243028,2850.839811,0.000000,3,2,5,93
34,74218.000000,125784.000000,0,20515.285120,297271759.682539,4630.092022,0.000000,3,2,5,100
35,73582.000000,126420.000000,0,17073.007800,261040256.732498,2125.752323,0.000000,3,2,5,100
36,75822.000000,124180.000000,0,20357.749365,236024696.486956,3213.024744,0.000000,3,2,5,100
37,62650.000000,137352.000000,1,21353.455766,278130841.620050,8710.222581,0.000000,3,2,5,99
38,103090.000000,96912.000000,8,18068.983444,345196971.464483,1999.827087,0.000000,2,1,5,92
39,90965.000000,109037.000000,4,18113.024998,239531544.765222,3217.975637,0.000000,2,1,5,96
40,89152.000000,110850.000000,1,15078.231699,274750371.063439,3916.228591,0.000000,2,1,5,99
41,93280.000000,106722.000000,3,13040.286165,165350096.679262,4871.175695,0.000000,2,1,5,97
42,84389.000000,115613.000000,2,10695.256581,68612143.358127,7359.730434,0.000000,2,1,5,98
43,87107.000000,112895.000000,2,16737.810523,229758985.131638,6857.892068,0.000000,2,1,5,98
44,73074.000000,126928.000000,0,18219.620405,292711445.167239,2175.034658,0.000000,2,1,5,100
45,90413.000000,109589.000000,4,15498.567550,258133212.146877,3287.144065,0.000000,2,1,5,96
46,81283.000000,118719.000000,1,12701.267348,78085029.819145,12600.744063,0.000000,2,1,5,99
47,82615.000000,117387.000000,3,14723.311333,96747441.332543,3569.276560,0.000000,2,1,5,97
48,101617.000000,98385.000000,1,9055.873474,107987003.226900,3361.802401,0.000000,2,1,5,99
49,64573.000000,135429.000000,0,18884.659239,306737376.685334,1688.198065,0.000000,2,1,5,100
50,69068.000000,130934.000000,0,16134.297189,327457435.695912,1599.224369,0.000000,2,1,4,100
51,86217.000000,113785.000000,0,19406.633059,231736956.795890,3712.162833,0.000000,2,1,4,100
52,105855.000000,94147.000000,3,3246.984377,39928782.208671,3022.347178,0.342145,2,1,4,97
53,91651.000000,108351.000000,2,6529.754755,39993029.555600,4711.274063,0.204463,2,1,4,98
54,105386.000000,94616.000000,8,5495.287389,50719429.244920,2628.339371,0.306952,2,1,4,92
55,103692.000000,96310.000000,17,6437.131326,22327651.234320,1777.346715,0.227590,2,1,4,83
56,102165.000000,97837.000000,7,13849.705299,116537358.612790,2321.419819,0.357103,2,1,4,93
57,101743.000000,98259.000000,15,4917.887390,19920558.956279,2363.578412,0.244313,2,1,4,85
58,105585.000000,94417.000000,10,4605.255213,6805288.386604,2179.945104,0.314499,2,1,4,90
59,101332.000000,98670.000000,8,6065.020515,28717734.177345,2870.934292,0.278069,2,1,4,92
60,113255.000000,86747.000000,21,14566.269878,161856260.150515,1590.401368,0.311737,2,1,4,79
61,108556.000000,91446.000000,20,1603.365356,538912.927348,1588.499694,0.370569,2,1,4,80
