generation,prey_fitness,predator_fitness,num_alive_end,avg_bb_size,var_bb_size,avg_shortest_dist,swarm_density_count,prey_neurons_connected_prey_retina,prey_neurons_connected_predator_retina,predator_neurons_connected_prey_retina,num_attacks
1,113680.000000,86322.000000,20,2521.979440,247061.875564,1891.623633,0.000000,6,2,5,80
1,109157.000000,90845.000000,17,1344.000067,9051.656401,1962.562910,0.000000,6,2,5,83
2,100153.000000,99849.000000,18,3742.450454,2957274.130433,2338.809454,0.000000,6,2,5,82
3,96102.000000,103900.000000,15,2525.809752,686004.994233,2218.602768,0.000000,6,2,5,85
4,89084.000000,110918.000000,11,4670.656742,5733268.643993,2619.348951,0.000000,6,2,5,89
5,91511.000000,108491.000000,10,14755.118701,118853240.528835,2326.532834,0.000000,6,2,5,90
6,90838.000000,109164.000000,8,5413.175410,7788567.471639,3391.937918,0.000000,6,2,5,92
7,100289.000000,99713.000000,10,1353.050921,87857.271276,2709.487630,0.000000,6,2,5,90
8,107178.000000,92824.000000,15,3226.697618,1227250.990366,1863.621147,0.000000,6,2,5,85
9,91539.000000,108463.000000,9,8429.072607,30210747.545107,2076.603719,0.000000,6,2,5,91
10,95519.000000,104483.000000,8,3100.359724,1015871.187260,2421.997534,0.000000,6,2,5,92
11,98266.000000,101736.000000,14,4994.429086,6909159.006633,2172.325993,0.000000,6,2,5,86
12,100069.000000,99933.000000,10,4325.619501,4586568.286292,2805.976498,0.000000,6,2,5,90
13,114680.000000,85322.000000,23,2222.876733,92263.904302,1737.500730,0.000000,6,2,5,77
14,84319.000000,115683.000000,2,13042.290777,96617808.634401,4343.190812,0.000000,6,2,5,98
15,89034.000000,110968.000000,5,8937.988126,37952377.113917,2790.549467,0.000000,6,2,5,95
16,95354.000000,104648.000000,17,11167.129714,38217186.018336,1863.260284,0.000000,6,2,5,83
17,94904.000000,105098.000000,8,12591.156218,75680790.714096,2405.438466,0.000000,6,2,5,92
18,97616.000000,102386.000000,11,2706.287042,893738.102945,2322.214931,0.000000,6,2,5,89
19,101624.000000,98378.000000,13,2050.057980,163097.063064,2635.464338,0.000000,6,2,5,87
20,88108.000000,111894.000000,10,13078.987542,97314077.827118,1752.313192,0.000000,6,2,5,90
21,91368.000000,108634.000000,4,10474.764623,89739158.765219,4425.835707,0.000000,4,1,5,96
22,97644.000000,102358.000000,10,5284.763895,11280063.578851,2106.569660,0.000000,4,1,5,90
23,96440.000000,103562.000000,5,5480.019698,5577796.265867,4066.725147,0.000000,4,1,5,95
24,91414.000000,108588.000000,6,3569.576879,2187717.385292,2556.054422,0.000000,4,1,5,94
25,82386.000000,117616.000000,5,6034.235559,6697809.050632,3477.254620,0.000000,4,1,5,95
26,106618.000000,93384.000000,10,3485.637512,2285982.697926,1925.285986,0.000000,4,1,5,90
27,111760.000000,88242.000000,17,2387.337734,206694.621262,1784.818989,0.000000,4,1,5,83
28,102208.000000,97794.000000,14,4287.307638,2603274.072259,2150.357149,0.000000,4,1,5,86
29,94408.000000,105594.000000,9,3138.146137,1839638.246080,2367.865176,0.000000,4,1,5,91
30,106652.000000,93350.000000,15,2694.379035,570975.650532,1890.392237,0.000000,4,1,5,85
31,97053.000000,102949.000000,15,7268.669343,33816136.592603,1760.860005,0.000000,4,1,5,85
32,109779.000000,90223.000000,18,1544.213517,78065.109328,1773.102228,0.000000,4,1,5,82
33,99993.000000,100009.000000,13,3398.165385,937867.946059,1985.457832,0.000000,4,1,5,87
34,81592.000000,118410.000000,6,1832.402917,49523.211775,3116.528727,0.000000,4,1,5,94
35,117130.000000,82872.000000,25,3238.226936,1162806.012671,1845.143776,0.000000,4,1,5,75
36,87287.000000,112715.000000,6,4339.520379,1378894.877027,2833.605080,0.000000,4,1,5,94
37,102768.000000,97234.000000,13,1877.453517,845233.746423,2489.593293,0.000000,4,1,5,87
38,86899.000000,113103.000000,4,6752.702370,15520812.243707,2878.945174,0.000000,4,1,5,96
39,77307.000000,122695.000000,2,22796.911786,401963390.405212,5863.513405,0.000000,4,1,5,98
40,91341.000000,108661.000000,8,1505.764960,62107.147840,3172.631536,0.000000,6,1,5,92
41,97611.000000,102391.000000,15,1831.948750,51066.048644,2322.326986,0.000000,6,1,5,85
42,115608.000000,84394.000000,17,2828.238571,353368.678801,1848.515678,0.000000,6,1,5,83
43,100319.000000,99683.000000,5,19012.275709,261485929.233922,1465.695644,0.000000,6,1,5,95
44,75424.000000,124578.000000,0,16532.027706,317523316.705310,1700.970517,0.000000,6,1,5,100
45,83991.000000,116011.000000,0,21123.997271,357660960.282053,1538.826862,0.000000,6,1,5,100
46,102666.000000,97336.000000,6,18497.311813,304341429.750777,1765.512734,0.000000,6,1,5,94
47,81837.000000,118165.000000,0,16631.194169,313012954.376251,1812.149236,0.000000,6,1,5,100
48,66549.000000,133453.000000,0,13345.998709,213368445.802214,4205.546684,0.000000,7,2,5,100
49,87111.000000,112891.000000,1,17079.555110,330551396.819906,1767.351874,0.000000,7,2,5,99
50,85529.000000,114473.000000,0,13024.929560,290575826.141629,1692.915887,0.000000,7,2,5,100
51,90814.000000,109188.000000,0,14887.607988,199690631.895427,1648.395245,0.000000,7,2,5,100
52,83642.000000,116360.000000,0,13893.687004,293454083.279579,1836.843828,0.000000,7,2,5,100
53,98869.000000,101133.000000,2,14756.219473,227986711.239045,2379.262463,0.000000,5,1,5,98
54,111403.000000,88599.000000,13,15371.886208,239494916.924151,1479.846401,0.314499,5,1,5,87
55,102224.000000,97778.000000,1,15001.077729,323705576.098210,1688.560994,0.276668,5,1,5,99
56,107713.000000,92289.000000,12,5062.614745,56433404.578969,2436.278733,0.219274,5,1,5,88
57,101009.000000,98993.000000,0,14346.713451,269905199.500118,1712.623894,0.351386,5,1,5,100
58,89480.000000,110522.000000,0,19788.185387,438411990.043029,1928.255423,0.254466,5,1,5,100
59,85069.000000,114933.000000,0,19271.222607,353960430.227053,1459.463359,0.313604,5,1,5,100
60,94719.000000,105283.000000,4,2952.600213,13258955.261388,3108.566609,0.276986,5,1,5,96
61,106918.000000,93084.000000,12,14544.694799,287173547.107846,1884.226683,0.252061,5,1,5,88
62,93438.000000,106564.000000,1,14551.664060,204517690.763296,3197.285707,0.333804,5,1,5,99
63,91504.000000,108498.000000,1,18445.593628,321647981.079387,4836.830281,0.242715,5,1,5,99
64,82497.000000,117505.000000,0,19938.175752,389085648.981780,1759.479866,0.346667,5,1,5,100
65,90532.000000,109470.000000,0,18439.838147,398894889.215843,1628.023855,0.298433,5,1,5,100
66,97184.000000,102818.000000,1,8225.281677,60957009.526705,2154.767721,0.249668,5,1,5,99
67,115804.000000,84198.000000,19,18990.902799,409328922.571931,1415.526148,0.295923,5,1,5,81
68,107094.000000,92908.000000,10,13637.069181,142436204.896342,1913.148232,0.252463,5,1,5,90
69,99362.000000,100640.000000,3,11468.350531,183106978.625000,2821.755350,0.306846,5,1,5,97
70,84293.000000,115709.000000,0,18705.904727,290102710.602736,1849.119899,0.282571,5,1,5,100
71,95188.000000,104814.000000,3,14950.098726,171024144.831796,2323.057859,0.288090,5,1,5,97
72,97115.000000,102887.000000,3,16364.097847,286825552.088033,1452.256404,0.362940,5,1,5,97
73,95265.000000,104737.000000,0,11148.309756,237392633.413262,1951.592204,0.253610,5,1,5,100
74,99627.000000,100375.000000,0,16832.761353,273505085.207986,1336.404156,0.453389,5,1,5,100
75,95043.000000,104959.000000,0,14281.728859,160665372.627472,1447.301744,0.381174,5,1,5,100
76,81036.000000,118966.000000,0,12010.651630,146622145.707347,1875.790418,0.278170,5,1,5,100
77,105455.000000,94547.000000,1,11285.336848,203842300.757988,4950.083074,0.282805,4,1,5,99
78,94431.000000,105571.000000,0,12901.106028,231023946.761769,1600.438532,0.312500,4,1,5,100
79,101750.000000,98252.000000,4,21183.956649,413628263.419418,1472.017261,0.289663,4,1,5,96
80,89566.000000,110436.000000,0,20336.508220,359280579.285534,1709.650361,0.312061,3,1,5,100
81,99393.000000,100609.000000,3,20610.131460,411901617.345813,1489.287701,0.367442,3,1,5,97
82,92789.000000,107213.000000,0,15885.624699,289397200.715845,1701.438802,0.376075,3,1,5,100
83,91681.000000,108321.000000,1,13750.564171,174035489.465575,4392.757404,0.243938,3,1,5,99
84,92551.000000,107451.000000,1,20720.369182,362475374.773606,1674.162201,0.289850,3,1,5,99
85,93366.000000,106636.000000,0,20939.941705,349620292.861810,1300.561948,0.396107,3,1,5,100
86,94796.000000,105206.000000,0,16317.455973,393447321.481726,2099.147712,0.217152,3,1,5,100
87,100958.000000,99044.000000,0,15929.323736,296472102.059774,1454.159721,0.355801,3,1,5,100
88,71956.000000,128046.000000,0,16704.444628,295347406.701503,1440.859758,0.327546,3,1,5,100
89,96047.000000,103955.000000,3,19909.671476,313903767.984068,3243.255294,0.266384,3,1,5,97
90,92666.000000,107336.000000,0,16400.788268,319420007.449037,1792.201336,0.285200,3,1,5,100
91,103392.000000,96610.000000,1,15693.709359,369218921.821451,1676.546811,0.270776,2,0,5,99
92,99790.000000,100212.000000,7,4469.487799,17491277.751191,1940.440357,0.278479,2,0,5,93
93,65896.000000,134106.000000,0,22154.409491,417858693.758579,1661.196416,0.402273,2,0,5,100
94,90272.000000,109730.000000,1,16984.835577,253690113.470641,4271.856862,0.288787,2,0,5,99
95,102417.000000,97585.000000,2,15037.954447,285968625.565191,1470.652839,0.309388,2,0,5,98
96,83700.000000,116302.000000,0,18475.044966,390400297.191834,2017.830573,0.304929,2,0,5,100
97,84772.000000,115230.000000,0,10286.521433,164414947.474419,2111.172385,0.187521,2,1,5,100
98,89183.000000,110819.000000,1,17261.993054,239088849.453893,2911.651166,0.317733,2,1,5,99
99,109737.000000,90265.000000,11,2384.126740,24016128.027977,1506.416392,0.351224,2,1,5,89
100,76281.000000,123721.000000,1,14767.400095,299803288.228277,8898.583070,0.279148,2,1,5,99
101,87764.000000,112238.000000,0,14702.938207,284444698.425383,2331.582278,0.231621,2,1,5,100
102,87282.000000,112720.000000,0,16153.274557,264699006.876198,1665.150446,0.241514,2,1,5,100
103,98415.000000,101587.000000,3,7718.986637,105619052.968920,3804.821422,0.322165,2,1,5,97
104,87893.000000,112109.000000,3,8915.860544,147112634.241171,2973.233400,0.258816,2,1,5,97
105,90971.000000,109031.000000,1,16357.028028,397647866.220272,7891.055654,0.236559,2,1,5,99
106,86146.000000,113856.000000,0,17658.014200,360225795.576741,1540.074971,0.305689,2,1,5,100
107,81055.000000,118947.000000,0,18687.971623,301876744.227159,1586.987750,0.327915,2,1,5,100
108,80383.000000,119619.000000,0,15054.025436,280216760.453296,1930.750892,0.195833,2,1,5,100
109,105205.000000,94797.000000,5,8910.660412,179879616.477718,1465.543054,0.385881,2,1,5,95
110,85115.000000,114887.000000,0,15990.819142,297709898.526306,1847.966224,0.240817,2,1,5,100
111,92020.000000,107982.000000,0,17061.647535,313577366.432861,1575.707123,0.308645,2,1,5,100
112,84114.000000,115888.000000,0,19126.323987,410059689.711694,1608.921741,0.234571,2,1,5,100
113,87837.000000,112165.000000,0,12965.026381,201850477.492175,1601.492356,0.253676,2,1,5,100
114,74237.000000,125765.000000,0,14949.106442,186800597.556331,1572.352848,0.351843,2,1,5,100
115,73243.000000,126759.000000,0,13305.661562,266061929.967532,1615.855054,0.270838,2,1,5,100
116,107421.000000,92581.000000,7,12320.220388,184644471.217843,2462.627977,0.261625,2,1,5,93
117,95231.000000,104771.000000,1,11895.716579,223964636.784527,6219.349698,0.248536,2,1,5,99
118,91135.000000,108867.000000,2,14454.396492,251344994.771495,2954.224078,0.212158,2,1,5,98
119,107188.000000,92814.000000,13,10521.112510,107850762.664280,2110.716109,0.278221,2,1,5,87
120,89598.000000,110404.000000,0,20711.935411,437138339.417365,2581.954927,0.279020,2,1,5,100
121,88750.000000,111252.000000,3,23355.498425,459949150.780741,1630.114223,0.263354,2,1,5,97
122,99896.000000,100106.000000,8,10340.274738,173932473.492809,1758.821042,0.337953,2,1,5,92
123,89597.000000,110405.000000,2,7697.947658,166718666.981963,3450.753748,0.273935,2,1,5,98
124,103311.000000,96691.000000,8,15270.841701,279355143.893767,2155.817955,0.374307,2,1,5,92
125,87906.000000,112096.000000,1,9723.755012,157908707.566056,5902.120485,0.272025,2,1,5,99
126,88404.000000,111598.000000,0,18571.387187,353791911.844278,1550.276593,0.359709,2,1,5,100
127,93427.000000,106575.000000,0,17372.922618,287710624.415911,1876.885189,0.289318,2,1,5,100
128,74649.000000,125353.000000,0,19548.955062,403983206.340064,1557.545642,0.283959,2,1,5,100
129,97159.000000,102843.000000,2,10046.076405,117401528.169942,3398.021049,0.217402,2,1,5,98
130,87665.000000,112337.000000,1,13667.897362,273997001.568369,7346.930599,0.209336,2,1,4,99
131,75745.000000,124257.000000,0,16831.333030,258891026.031741,2275.625337,0.278607,2,1,4,100
132,100706.000000,99296.000000,13,9896.667135,143990077.477578,2274.056210,0.268122,2,1,4,87
133,81827.000000,118175.000000,1,17081.779252,279130033.347762,2365.402146,0.318337,1,1,4,99
134,73427.000000,126575.000000,0,17716.856877,356755302.439165,1460.341706,0.374690,1,1,4,100
135,95034.000000,104968.000000,0,16658.486566,307538349.912247,4423.467574,0.336977,1,1,4,100
136,90548.000000,109454.000000,1,16378.249527,362319513.628873,9842.946907,0.310636,1,1,4,99
137,93426.000000,106576.000000,3,6081.901830,38609247.700059,4572.046128,0.239881,1,1,4,97
138,81884.000000,118118.000000,0,12688.289588,209970476.648427,1538.564314,0.445454,1,1,4,100
139,94781.000000,105221.000000,8,9841.444086,106805879.417461,2366.367859,0.225274,1,1,4,92
140,83601.000000,116401.000000,1,14913.052877,290427517.325844,6901.307400,0.249606,1,1,4,99
141,81090.000000,118912.000000,1,16421.037873,365609084.474848,1657.300116,0.288829,1,1,4,99
142,80721.000000,119281.000000,0,19380.139741,369476324.468959,1752.544216,0.261844,1,1,4,100
143,89859.000000,110143.000000,6,13223.551401,227893070.996453,2507.855262,0.182238,1,1,4,94
144,89133.000000,110869.000000,1,19520.067429,438290457.219382,4656.793100,0.334919,1,1,4,99
145,85089.000000,114913.000000,0,22593.932241,495566793.443554,1889.198474,0.296484,1,1,4,100
146,94624.000000,105378.000000,1,15446.663798,337395892.001738,5407.886731,0.308716,1,1,4,99
147,92784.000000,107218.000000,1,12200.769242,249114192.732415,3997.642810,0.241493,1,1,4,99
148,82118.000000,117884.000000,1,13179.096896,246170727.160199,7629.881158,0.219408,1,1,4,99
149,78995.000000,121007.000000,0,21105.581773,355196507.374732,4213.959134,0.198635,1,1,4,100
150,95609.000000,104393.000000,3,6683.299457,38129321.743492,2842.292890,0.264603,1,1,4,97
151,81486.000000,118516.000000,0,15483.750892,354294574.503087,1492.899684,0.343657,1,1,4,100
152,74217.000000,125785.000000,0,20447.911841,392547074.070130,1508.431875,0.309394,1,1,4,100
153,96021.000000,103981.000000,2,10391.299231,151534321.095956,5128.482553,0.247653,1,1,4,98
154,78603.000000,121399.000000,1,17028.282699,244488611.625002,4192.204962,0.295213,1,1,5,99
155,96808.000000,103194.000000,3,11357.263163,236307359.037889,1917.781406,0.302677,1,1,5,97
156,85530.000000,114472.000000,0,20669.158082,442675736.030975,1959.421294,0.276738,1,1,5,100
157,90195.000000,109807.000000,1,13707.302745,208074804.075979,5004.795953,0.217138,1,1,5,99
158,91550.000000,108452.000000,2,10906.717704,164043266.431519,4029.242214,0.189730,1,1,5,98
159,73931.000000,126071.000000,0,18470.862202,379035605.711175,1719.015793,0.289022,1,1,5,100
160,100209.000000,99793.000000,14,7617.235313,73098715.267925,2374.220436,0.241975,1,1,5,86
161,101831.000000,98171.000000,8,21013.578121,388155676.541484,1673.555053,0.249361,1,1,5,92
162,99881.000000,100121.000000,9,4654.760108,20715865.729876,2808.199572,0.270621,1,1,5,91
163,96260.000000,103742.000000,7,11361.865475,150636959.688375,2387.510456,0.230320,1,1,5,93
164,87765.000000,112237.000000,2,7894.737686,99208491.577268,4575.566617,0.240973,1,1,5,98
165,106874.000000,93128.000000,7,7891.792403,108583884.118915,2363.692033,0.220042,1,1,5,93
166,96133.000000,103869.000000,0,17744.054659,315276234.854155,1449.583331,0.312926,1,1,5,100
167,89171.000000,110831.000000,0,15047.596490,269532464.033551,1553.519725,0.344559,1,1,5,100
168,101615.000000,98387.000000,8,17787.887262,241626563.099123,1918.239282,0.251661,1,1,5,92
169,95490.000000,104512.000000,3,8026.720185,130234920.213091,4366.610511,0.248644,3,1,5,97
170,85932.000000,114070.000000,0,18722.281015,380388686.311589,1649.468739,0.263034,3,1,5,100
