generation,prey_fitness,predator_fitness,num_alive_end,avg_bb_size,var_bb_size,avg_shortest_dist,swarm_density_count,prey_neurons_connected_prey_retina,prey_neurons_connected_predator_retina,predator_neurons_connected_prey_retina,num_attacks
1,92425.000000,107577.000000,7,6592.358190,12644593.885991,2201.840483,0.000000,1,7,5,93
1,113157.000000,86845.000000,21,1855.190831,384735.993296,1902.041146,0.000000,1,7,5,79
2,99276.000000,100726.000000,16,6380.840402,20640246.384278,2358.904268,0.000000,1,7,5,84
3,90391.000000,109611.000000,7,2866.942591,599795.552657,3112.058349,0.000000,1,7,5,93
4,93289.000000,106713.000000,10,3369.947680,680159.390524,3116.085210,0.000000,1,7,5,90
5,101897.000000,98105.000000,19,2371.537154,171964.315316,2134.708179,0.000000,1,7,5,81
6,99651.000000,100351.000000,16,3555.021278,3238619.762574,2403.428425,0.000000,1,7,5,84
7,102026.000000,97976.000000,19,6391.750773,19818829.337063,1620.146625,0.000000,1,7,5,81
8,95699.000000,104303.000000,11,4687.717296,5173308.918142,2052.698486,0.000000,1,7,5,89
9,99370.000000,100632.000000,10,6405.194771,13502962.348197,2797.855228,0.000000,0,7,5,90
10,95123.000000,104879.000000,11,1374.479273,50446.198905,2266.032128,0.000000,0,7,5,89
11,102051.000000,97951.000000,7,3745.957031,4855577.773658,1847.662765,0.000000,0,7,5,93
12,101039.000000,98963.000000,16,2568.974857,484164.123576,2120.322682,0.000000,0,7,5,84
13,101948.000000,98054.000000,10,3492.183213,1219098.461725,2457.409232,0.000000,0,7,5,90
14,93922.000000,106080.000000,14,4825.053391,5734068.935604,2399.188122,0.000000,0,7,5,86
15,104387.000000,95615.000000,16,1320.052583,38841.869591,2025.515707,0.000000,0,7,5,84
16,102585.000000,97417.000000,10,7317.123427,88534062.382867,2100.153681,0.000000,0,7,5,90
17,111800.000000,88202.000000,17,1412.388055,106196.768256,1959.628149,0.000000,0,7,5,83
18,101249.000000,98753.000000,9,6472.428385,9010763.833284,2176.059964,0.000000,0,7,5,91
19,93776.000000,106226.000000,9,16228.274178,96832292.129140,2540.067201,0.000000,0,7,5,91
20,109738.000000,90264.000000,11,4182.278386,8960085.101115,2422.321400,0.000000,0,7,5,89
21,98742.000000,101260.000000,11,3672.852859,2539656.578110,2467.607895,0.000000,0,7,5,89
22,117351.000000,82651.000000,26,2552.636470,1206929.759809,1819.772374,0.000000,0,7,5,74
23,98819.000000,101183.000000,12,7218.446931,17293847.569371,2792.121562,0.000000,0,7,5,88
24,100759.000000,99243.000000,14,5664.379234,12228074.537075,2029.796077,0.000000,0,7,5,86
25,89927.000000,110075.000000,11,2778.272427,351031.979037,2214.199629,0.000000,0,7,5,89
26,121352.000000,78650.000000,29,1489.589432,45625.117859,1799.592112,0.000000,0,7,5,71
27,94427.000000,105575.000000,9,2461.651399,956586.608862,2214.438090,0.000000,0,7,5,91
28,94491.000000,105511.000000,13,3288.839139,815218.122715,2134.461857,0.000000,0,7,5,87
29,91256.000000,108746.000000,5,11807.349896,69770562.463335,3113.825254,0.000000,0,7,5,95
30,118227.000000,81775.000000,27,4666.718454,4569094.452162,1728.181205,0.000000,0,7,5,73
31,85830.000000,114172.000000,2,16963.467264,244012408.115111,4820.663233,0.000000,0,7,5,98
32,111653.000000,88349.000000,19,2018.658055,370765.055907,1871.560077,0.000000,0,7,5,81
33,103251.000000,96751.000000,19,2018.707131,98105.678223,1882.235073,0.000000,0,7,5,81
34,104966.000000,95036.000000,17,2689.545370,324665.451365,2131.139700,0.000000,0,7,5,83
35,95906.000000,104096.000000,11,1810.734128,63769.321267,2202.770703,0.000000,0,7,5,89
36,83320.000000,116682.000000,6,9135.500959,19419038.036941,4674.476509,0.000000,0,7,5,94
37,112002.000000,88000.000000,19,3818.934533,2449264.350946,1900.363885,0.000000,0,7,5,81
38,101613.000000,98389.000000,14,4007.551045,1968251.936133,2456.966754,0.000000,0,7,5,86
39,93419.000000,106583.000000,6,5931.481096,11585028.254232,3001.918508,0.000000,0,7,5,94
40,105973.000000,94029.000000,14,2552.631111,620926.108663,2269.486139,0.000000,0,7,5,86
41,89097.000000,110905.000000,6,4580.585171,8014075.860969,2916.832796,0.000000,0,7,5,94
42,91018.000000,108984.000000,10,4573.383309,3734054.065125,3454.069408,0.000000,0,7,5,90
43,85321.000000,114681.000000,5,10853.029716,35182765.545426,3835.090633,0.000000,0,7,5,95
44,105629.000000,94373.000000,16,2478.943206,207307.827155,1868.421509,0.000000,0,7,5,84
45,102010.000000,97992.000000,14,2797.550073,590666.322138,2132.046894,0.000000,0,7,5,86
46,105982.000000,94020.000000,10,7560.423475,17551635.716340,2333.969093,0.000000,0,7,5,90
47,89466.000000,110536.000000,8,3866.259896,2732930.786054,3418.460663,0.000000,0,3,5,92
48,85239.000000,114763.000000,5,8181.095174,12922729.106506,3151.875952,0.000000,0,3,5,95
49,98709.000000,101293.000000,11,3395.681531,1108241.137916,2731.053334,0.000000,0,3,5,89
50,106827.000000,93175.000000,18,1683.004845,3466.768145,1941.291610,0.000000,0,3,5,82
51,94044.000000,105958.000000,9,1396.816808,26841.787017,2807.026557,0.000000,0,3,5,91
52,98736.000000,101266.000000,10,9705.749300,33883413.320767,2076.622940,0.000000,0,3,5,90
53,97911.000000,102091.000000,8,9433.580083,22627284.245719,2861.232102,0.000000,0,3,5,92
54,98175.000000,101827.000000,10,1413.626906,42920.134649,2710.625961,0.000000,0,3,5,90
55,99419.000000,100583.000000,14,4775.786945,3391935.812464,2506.530764,0.000000,0,3,5,86
56,81443.000000,118559.000000,4,14014.569265,100624625.552532,6614.948455,0.000000,0,3,5,96
57,80383.000000,119619.000000,5,6622.081399,11984255.746417,4344.791302,0.000000,0,3,5,95
58,91812.000000,108190.000000,11,5246.507416,4520370.472594,2045.814496,0.000000,0,3,5,89
59,91084.000000,108918.000000,6,7007.123390,14902555.657197,3955.305841,0.000000,0,3,5,94
60,97584.000000,102418.000000,11,1638.264474,156514.630379,2318.565674,0.000000,0,3,5,89
61,82337.000000,117665.000000,6,7973.705281,19547780.369577,3907.451037,0.000000,0,3,5,94
62,102229.000000,97773.000000,13,2790.813168,1110423.348400,1875.514698,0.000000,0,3,5,87
63,96044.000000,103958.000000,8,3080.744011,420526.352198,2704.840183,0.000000,0,3,5,92
64,90561.000000,109441.000000,11,2056.482141,92722.775529,2052.607652,0.000000,0,3,5,89
65,80176.000000,119826.000000,8,8760.468808,39074350.329016,2292.637451,0.000000,0,3,5,92
66,115407.000000,84595.000000,20,6265.426056,19135380.013258,1724.454900,0.000000,0,3,5,80
67,84695.000000,115307.000000,9,1488.079658,38120.257720,2100.693499,0.000000,0,3,5,91
68,102583.000000,97419.000000,15,3487.177561,2023848.875030,2206.665861,0.000000,0,3,5,85
69,91944.000000,108058.000000,10,2852.651314,578047.264943,2779.473051,0.000000,0,3,5,90
70,105963.000000,94039.000000,17,3085.501019,796696.829525,2179.153229,0.000000,0,3,5,83
71,91173.000000,108829.000000,12,2563.155319,503438.925594,2594.728633,0.000000,0,3,5,88
72,88483.000000,111519.000000,9,4196.245875,3530041.766792,2754.307635,0.191587,2,1,5,91
73,97488.000000,102514.000000,12,2833.022611,1592362.961433,2359.145187,0.279524,2,1,5,88
74,107224.000000,92778.000000,15,1054.822112,114142.289731,1788.914795,0.370082,2,1,5,85
75,118476.000000,81526.000000,28,1140.377097,102202.034196,1577.166457,0.347740,2,1,5,72
76,95179.000000,104823.000000,11,3562.693765,2921380.591319,3023.643149,0.286771,2,1,5,89
77,108904.000000,91098.000000,16,5994.263607,21829974.560646,1843.085213,0.267237,2,1,5,84
78,125827.000000,74175.000000,28,1178.568669,151315.446790,1772.684580,0.221307,2,1,5,72
79,98816.000000,101186.000000,15,8795.286121,24192368.465796,2182.740993,0.304484,2,1,5,85
80,108534.000000,91468.000000,21,1679.132098,731007.649764,2155.086294,0.213304,2,1,5,79
81,98248.000000,101754.000000,10,1352.126419,220398.965019,2652.273983,0.213135,2,1,5,90
82,97897.000000,102105.000000,7,1891.714103,295606.111870,2259.093117,0.218503,2,1,5,93
83,107887.000000,92115.000000,9,1655.838272,722797.580225,2371.520464,0.279118,2,1,5,91
84,98947.000000,101055.000000,12,1638.733253,493399.364739,3073.805927,0.145070,2,1,5,88
85,97646.000000,102356.000000,14,2088.165429,1010498.335269,2260.924474,0.250100,2,1,5,86
86,128583.000000,71419.000000,27,1127.107717,183913.420169,1669.429870,0.229485,2,1,5,73
87,101952.000000,98050.000000,10,2557.334960,2948805.251736,2173.480067,0.259610,2,1,5,90
88,102709.000000,97293.000000,14,3251.260981,5435843.545542,2776.391159,0.256435,4,2,5,86
89,105542.000000,94460.000000,19,2173.618738,675913.734600,2402.643383,0.298850,4,2,5,81
90,108659.000000,91343.000000,14,8882.181392,50724069.639801,2078.011610,0.270905,4,2,5,86
91,117276.000000,82726.000000,19,1920.292381,1134689.968858,1792.230205,0.424790,4,2,5,81
92,98019.000000,101983.000000,11,2074.065346,1441202.124248,2179.192346,0.223617,4,2,5,89
93,106987.000000,93015.000000,11,3970.694869,25850876.824481,2027.840263,0.308243,4,2,5,89
94,100728.000000,99274.000000,10,3270.133073,3103419.728084,2493.572921,0.187761,4,2,5,90
95,110924.000000,89078.000000,15,3411.065460,4561135.137197,1807.699583,0.326218,4,2,5,85
96,95993.000000,104009.000000,8,4098.040351,25996957.211057,2207.684635,0.235483,4,2,5,92
97,97043.000000,102959.000000,9,2103.937136,1011374.223700,2372.764498,0.325804,5,1,5,91
98,102097.000000,97905.000000,18,5458.923017,7797606.579366,1968.989291,0.281853,5,1,5,82
99,105076.000000,94926.000000,13,3312.359190,5999412.664206,2294.103765,0.267693,5,1,5,87
100,117132.000000,82870.000000,19,2793.678022,2175152.842389,1783.476321,0.307570,5,1,5,81
101,108864.000000,91138.000000,16,6093.691806,10319207.999192,2035.731747,0.300566,5,1,5,84
102,101643.000000,98359.000000,14,2992.049457,4274596.243931,2684.664380,0.273752,5,1,5,86
103,92483.000000,107519.000000,6,13167.042646,137507743.605454,3301.279135,0.215920,5,1,5,94
104,109456.000000,90546.000000,17,7752.499987,34784847.549810,2064.194617,0.317640,5,1,5,83
