generation,prey_fitness,predator_fitness,num_alive_end,avg_bb_size,var_bb_size,avg_shortest_dist,swarm_density_count,prey_neurons_connected_prey_retina,prey_neurons_connected_predator_retina,predator_neurons_connected_prey_retina,num_attacks
1,129388.000000,70614.000000,34,15927.550676,150671329.812502,666.826123,2.074993,4,4,5,66
1,120475.000000,79527.000000,17,13564.119759,107145058.135322,755.371840,1.656025,4,4,5,83
2,119445.000000,80557.000000,26,8048.262092,43187667.804678,938.001050,1.393802,4,4,5,74
3,119482.000000,80520.000000,29,5867.670431,30388290.487781,989.049769,1.297495,4,4,5,71
4,114325.000000,85677.000000,26,7794.482124,38774112.812356,877.384810,1.396372,3,3,5,74
5,110057.000000,89945.000000,24,10736.641471,92270296.622284,817.375802,1.530370,3,3,5,76
6,116757.000000,83245.000000,19,15570.231743,189241174.298460,679.653208,1.915377,3,3,5,81
7,126451.000000,73551.000000,29,10686.368835,50798674.527221,598.462500,1.990659,3,3,5,71
8,111469.000000,88533.000000,17,22846.353821,354756866.198082,602.654588,2.162476,3,3,5,83
9,120407.000000,79595.000000,16,12927.672154,53441598.220045,702.112822,2.013191,3,3,5,84
10,90628.000000,109374.000000,4,29692.744466,307491028.819638,860.029784,2.039858,3,3,5,96
11,109451.000000,90551.000000,19,16260.942386,277432982.401163,651.242192,1.905405,3,3,5,81
12,113176.000000,86826.000000,21,16016.472259,148213203.094910,628.784974,2.181101,3,3,5,79
13,106073.000000,93929.000000,8,23601.618744,295855228.092608,848.086443,1.839394,3,3,5,92
14,113946.000000,86056.000000,12,20985.650904,196571097.460090,693.967870,2.026549,3,3,5,88
15,96277.000000,103725.000000,3,21451.226469,194084982.746440,1301.446466,1.742828,3,3,5,97
16,120869.000000,79133.000000,19,17544.230900,200931909.551261,537.775459,2.105899,3,3,5,81
17,119141.000000,80861.000000,20,20219.713284,262861073.482778,577.300353,2.354703,3,3,5,80
18,110903.000000,89099.000000,9,14421.571678,79610306.977738,651.272678,1.810034,3,3,5,91
19,102349.000000,97653.000000,17,19169.960114,115077254.174489,846.332984,1.806352,3,3,5,83
20,107140.000000,92862.000000,9,17663.354860,141286493.751690,645.974704,2.185562,3,3,5,91
21,116357.000000,83645.000000,20,18581.209410,169532138.054615,666.471965,2.144520,3,3,5,80
22,117564.000000,82438.000000,14,18240.339235,313478344.808055,611.327259,2.240093,3,3,5,86
23,108934.000000,91068.000000,11,22160.974180,279092187.066815,633.821642,1.921188,3,3,5,89
24,105556.000000,94446.000000,13,24597.252825,247431931.398931,635.919610,2.214829,3,3,5,87
25,116308.000000,83694.000000,10,20704.408146,257034776.473073,765.482676,1.803328,3,3,5,90
26,123247.000000,76755.000000,27,12762.626203,84708796.938959,746.650034,1.920807,3,3,5,73
27,110475.000000,89527.000000,8,16988.516925,89885976.520202,880.652884,1.927085,3,3,5,92
28,111484.000000,88518.000000,9,22620.701721,216487028.050686,690.628299,2.114942,3,3,5,91
29,123837.000000,76165.000000,22,25664.626988,287799466.552992,544.236529,2.484907,3,3,5,78
30,129009.000000,70993.000000,32,6143.275104,27672391.385259,1203.472591,1.131368,4,2,5,68
31,118754.000000,81248.000000,20,9592.464089,51411835.526725,1302.149888,1.163214,4,2,5,80
32,107382.000000,92620.000000,12,11314.006223,119684584.217805,1469.464037,1.125968,4,2,5,88
33,115269.000000,84733.000000,19,12268.545169,136034501.577717,1235.382517,1.191675,4,2,5,81
34,126198.000000,73804.000000,24,8815.657250,53412060.581167,1188.346031,1.189644,4,2,5,76
