generation,prey_fitness,predator_fitness,num_alive_end,avg_bb_size,var_bb_size,avg_shortest_dist,swarm_density_count,prey_neurons_connected_prey_retina,prey_neurons_connected_predator_retina,predator_neurons_connected_prey_retina,num_attacks
1,98739.000000,101263.000000,7,8326.251243,24999191.772784,2986.812466,0.000000,2,6,5,93
1,115254.000000,84748.000000,14,4396.714898,3583734.000419,1763.979437,0.000000,2,6,5,86
2,104049.000000,95953.000000,12,3712.718816,2090897.486689,2026.125172,0.000000,2,6,5,88
3,90136.000000,109866.000000,13,2999.069965,916261.411045,2646.088663,0.000000,2,7,5,87
4,88533.000000,111469.000000,7,5204.195948,4766182.549707,3123.753925,0.000000,2,7,5,93
5,100056.000000,99946.000000,10,4024.904522,6290928.476241,2875.167478,0.000000,2,7,5,90
6,93294.000000,106708.000000,3,7114.284362,25036239.968880,3665.438528,0.000000,2,7,5,97
7,100550.000000,99452.000000,7,1325.979074,42652.956603,2513.165756,0.000000,2,7,5,93
8,87068.000000,112934.000000,9,11019.742704,52313208.346277,2370.865705,0.000000,2,7,5,91
9,83377.000000,116625.000000,4,11313.514013,40146929.287873,3846.017977,0.000000,2,7,5,96
10,94466.000000,105536.000000,6,10938.774455,40733121.002131,2827.764583,0.000000,2,7,4,94
11,88701.000000,111301.000000,8,18365.850495,112997073.606783,3195.951320,0.000000,2,7,4,92
12,87639.000000,112363.000000,7,2339.977116,930672.074673,3524.117446,0.000000,2,7,4,93
13,92377.000000,107625.000000,8,13352.191726,128183691.700164,2309.950497,0.000000,2,7,4,92
14,107027.000000,92975.000000,16,3380.675653,3216502.069242,1995.976066,0.000000,2,7,4,84
15,90490.000000,109512.000000,6,14666.180158,177185327.952564,3165.620094,0.000000,2,7,4,94
16,88072.000000,111930.000000,7,3420.920506,965108.276800,1899.593815,0.000000,2,7,4,93
17,93032.000000,106970.000000,7,3720.188836,1681103.262199,2613.270060,0.000000,2,7,4,93
18,106240.000000,93762.000000,15,2303.856846,878194.374670,2280.572217,0.000000,2,7,4,85
19,100478.000000,99524.000000,10,1856.747795,1425363.673430,2381.234232,0.224093,2,7,4,90
20,104072.000000,95930.000000,11,5068.827578,7202533.555286,2073.109246,0.322520,2,7,4,89
21,103315.000000,96687.000000,9,13717.547057,152439251.475501,1898.924427,0.276118,2,7,4,91
22,92618.000000,107384.000000,9,14695.966418,71315487.115922,2282.857927,0.309086,2,7,4,91
23,103843.000000,96159.000000,17,4217.992283,3910810.667119,1881.150925,0.311807,2,7,4,83
24,98554.000000,101448.000000,8,5888.016275,14696257.918178,2092.206139,0.261661,2,7,4,92
25,106141.000000,93861.000000,12,2903.079894,2351436.434803,1908.967218,0.268028,2,7,4,88
26,89175.000000,110827.000000,11,6614.638809,10341749.995464,2214.452450,0.226525,2,7,4,89
27,102123.000000,97879.000000,10,3587.240377,1408109.886549,1975.080878,0.291502,2,7,4,90
28,99889.000000,100113.000000,12,2769.275889,4210797.456382,2235.255223,0.242920,2,7,4,88
29,82458.000000,117544.000000,3,9185.023436,35103157.530324,3537.847255,0.260467,2,7,4,97
30,100622.000000,99380.000000,18,1753.406033,426863.609808,1916.342004,0.307773,2,7,4,82
31,95421.000000,104581.000000,5,16959.051464,201807426.735292,2838.477286,0.219254,2,7,4,95
32,100857.000000,99145.000000,10,6656.865963,23153793.390466,2247.696475,0.199583,2,7,4,90
33,90733.000000,109269.000000,5,12041.622873,189151422.743401,2420.234420,0.291731,2,7,4,95
34,115176.000000,84826.000000,16,8431.137604,59910727.980186,1724.201320,0.253589,2,7,4,84
35,106196.000000,93806.000000,13,1445.825042,377899.812776,2015.908348,0.265781,2,7,4,87
36,104858.000000,95144.000000,13,2013.732576,557118.447624,1541.497993,0.423494,2,7,4,87
37,97939.000000,102063.000000,9,14653.336790,140536680.911688,1929.942543,0.286349,2,7,4,91
38,127563.000000,72439.000000,38,4795.786624,5109619.407401,1486.003088,0.288097,2,7,4,62
39,99882.000000,100120.000000,18,2646.111573,1889734.383939,2435.412655,0.209543,2,7,4,82
40,121369.000000,78633.000000,23,14228.918503,276330680.953919,1561.628326,0.261834,2,7,7,77
41,95458.000000,104544.000000,9,4332.948277,2953589.261781,2136.889770,0.212475,2,7,4,91
42,100349.000000,99653.000000,12,4527.241501,5596479.066209,2203.068123,0.324016,3,6,4,88
43,120245.000000,79757.000000,21,2856.348821,2384149.455469,1597.976880,0.309606,3,6,4,79
44,119185.000000,80817.000000,20,3558.143498,4917697.857713,1832.518576,0.307896,3,6,4,80
45,110303.000000,89699.000000,16,4070.344436,7804231.606250,1799.426748,0.296994,3,6,4,84
46,87466.000000,112536.000000,7,1897.727259,1876298.450521,1719.705825,0.316027,3,6,4,93
47,105827.000000,94175.000000,16,10505.856180,29771593.464186,1672.862512,0.331923,3,6,4,84
48,118016.000000,81986.000000,19,7667.446171,71421686.627788,1715.137086,0.254718,3,6,4,81
49,93228.000000,106774.000000,6,10801.853559,88577828.970642,3026.034441,0.315539,3,6,4,94
50,104970.000000,95032.000000,9,18891.845600,387171178.779943,1759.885385,0.256853,3,6,4,91
51,114553.000000,85449.000000,14,7634.785372,60993561.611287,2001.260776,0.331214,4,8,4,86
52,100913.000000,99089.000000,6,14090.149779,112193958.936687,1892.323985,0.375384,4,8,4,94
53,120211.000000,79791.000000,26,6316.197740,40921535.416198,1577.761022,0.243837,4,8,4,74
54,107761.000000,92241.000000,15,9402.264745,82480561.791192,1671.159629,0.227543,4,8,4,85
55,107344.000000,92658.000000,10,10579.758988,125208923.179916,2450.577972,0.316875,4,8,4,90
56,104971.000000,95031.000000,15,12891.223880,119138181.222832,1503.815259,0.337275,4,8,4,85
57,118243.000000,81759.000000,27,11083.629103,60919104.103664,1508.812819,0.292643,4,8,4,73
58,104516.000000,95486.000000,9,8969.617196,88031953.711712,2396.908288,0.232245,4,8,4,91
59,112603.000000,87399.000000,17,17781.816522,317160919.304638,1490.399800,0.254285,3,9,4,83
60,118073.000000,81929.000000,18,1042.808323,173138.409605,1528.609903,0.314503,3,9,4,82
61,110120.000000,89882.000000,20,8227.714707,53014476.293011,1861.676464,0.318689,3,9,4,80
62,99564.000000,100438.000000,6,17440.227848,256695116.483008,2639.832461,0.263421,3,9,4,94
63,121270.000000,78732.000000,25,3291.804158,6122620.816923,1629.248539,0.355979,3,9,4,75
64,111447.000000,88555.000000,7,6739.096556,71689951.183248,2287.568288,0.338816,3,9,4,93
65,109502.000000,90500.000000,14,8772.439109,68755471.823321,2075.205587,0.370677,3,9,4,86
66,113308.000000,86694.000000,11,13055.283762,158985518.447025,1972.303655,0.194559,3,9,4,89
67,114929.000000,85073.000000,21,11248.035238,119427235.396657,1614.160055,0.286186,3,9,4,79
68,123654.000000,76348.000000,20,12275.358326,140066924.098208,1425.934885,0.306950,3,9,4,80
69,105871.000000,94131.000000,16,10820.989772,98657294.517328,1746.012377,0.346223,3,9,4,84
70,113070.000000,86932.000000,22,5654.809106,16214656.225154,1679.820407,0.392081,4,11,4,78
71,111726.000000,88276.000000,19,7174.589101,41060673.033772,1823.677409,0.267802,4,11,4,81
72,98371.000000,101631.000000,15,5629.374830,42739295.555121,2589.316872,0.249530,4,11,4,85
73,95944.000000,104058.000000,5,21658.340472,432835605.755402,1544.409573,0.254842,4,11,4,95
74,108977.000000,91025.000000,15,17612.789542,247311896.748022,1699.414022,0.328400,4,11,4,85
75,103321.000000,96681.000000,8,4711.540782,26394207.334586,3306.731023,0.317176,4,11,4,92
76,89061.000000,110941.000000,2,20247.279921,462760148.960815,12355.038159,0.232362,4,11,4,98
77,106615.000000,93387.000000,10,9367.354890,75406993.894877,1900.742482,0.302507,4,11,4,90
78,114672.000000,85330.000000,20,10909.241257,118271121.383243,1548.178283,0.237337,4,11,4,80
79,107848.000000,92154.000000,13,17779.510706,378197245.136774,1419.968580,0.424549,4,11,4,87
80,114545.000000,85457.000000,15,13121.147799,156947894.445887,1543.687020,0.289963,4,11,4,85
81,111863.000000,88139.000000,10,15186.637947,371922364.143666,1603.978286,0.210255,4,11,4,90
82,104479.000000,95523.000000,11,9018.871905,131264623.837523,1974.717526,0.245029,4,11,4,89
83,111673.000000,88329.000000,19,4169.207535,25930231.863876,1845.492622,0.270092,4,11,4,81
84,107185.000000,92817.000000,8,12661.543208,136382084.524752,2300.990190,0.259004,4,11,4,92
85,106920.000000,93082.000000,8,10812.301448,112491645.143619,2573.924555,0.241165,4,11,4,92
86,118795.000000,81207.000000,25,4836.153109,13104606.001983,1651.750556,0.217510,4,11,4,75
