generation,prey_fitness,predator_fitness,num_alive_end,avg_bb_size,var_bb_size,avg_shortest_dist,swarm_density_count,prey_neurons_connected_prey_retina,prey_neurons_connected_predator_retina,predator_neurons_connected_prey_retina,num_attacks
1,92275.000000,107727.000000,6,14187.440751,113782952.398346,3892.606454,0.000000,6,2,5,94
1,100771.000000,99231.000000,11,7858.947132,35683347.669413,1818.654773,0.000000,6,2,5,89
2,98043.000000,101959.000000,17,3371.326625,1981174.438146,1981.093543,0.000000,6,2,5,83
3,99339.000000,100663.000000,18,5290.279049,5538327.824674,2519.316857,0.000000,6,2,5,82
4,95138.000000,104864.000000,13,1502.018992,125004.329419,2408.836561,0.000000,6,2,5,87
5,105549.000000,94453.000000,16,1938.003736,202012.230729,1945.288448,0.000000,6,2,5,84
6,86050.000000,113952.000000,9,5294.457856,4997250.760831,3158.973125,0.000000,6,2,5,91
7,82862.000000,117140.000000,3,8479.297593,18204206.116699,4439.395343,0.000000,6,2,5,97
8,95488.000000,104514.000000,12,3153.141624,829886.279226,2309.713232,0.000000,6,2,5,88
9,102248.000000,97754.000000,20,1406.720435,12935.170000,2379.173974,0.000000,6,2,5,80
10,121719.000000,78283.000000,25,1008.496764,3761.833024,1674.858441,0.000000,6,2,5,75
11,98972.000000,101030.000000,16,1316.491499,108230.789448,2213.456848,0.000000,6,2,5,84
12,102120.000000,97882.000000,9,3495.851228,1285381.500286,2575.231490,0.000000,6,2,5,91
13,93691.000000,106311.000000,14,2745.479202,686960.024108,2003.715477,0.000000,6,2,5,86
14,105494.000000,94508.000000,19,1881.344619,209120.716535,2412.219278,0.000000,6,2,5,81
15,84565.000000,115437.000000,5,6081.315217,8735553.812940,3621.077632,0.000000,6,2,5,95
16,114201.000000,85801.000000,18,3053.657809,1174170.638842,2321.051174,0.296640,6,2,5,90
17,94219.000000,105783.000000,15,1674.690942,183962.577653,1862.249909,0.239587,6,2,5,88
18,118998.000000,81004.000000,24,1359.047242,334300.506417,1567.105590,0.427287,6,2,5,83
19,139608.000000,60394.000000,39,1114.905585,266597.942562,1437.781953,0.303236,6,2,5,74
20,124747.000000,75255.000000,25,3241.954180,2670837.764551,1656.174782,0.341402,6,2,5,86
21,129528.000000,70474.000000,37,2410.461061,1288561.368878,1462.605558,0.389231,6,2,5,80
22,112894.000000,87108.000000,20,3759.090422,13393415.121424,1688.824915,0.357838,6,2,5,94
23,105169.000000,94833.000000,24,1856.503075,652340.809140,1944.950812,0.254672,6,2,5,82
24,110905.000000,89097.000000,22,7289.747526,14906886.834377,1599.275850,0.305968,6,2,5,93
25,122086.000000,77916.000000,26,4667.692505,16775503.731050,1661.744034,0.320087,6,2,5,91
26,119568.000000,80434.000000,34,1590.476792,429424.753021,1830.452979,0.328764,6,2,5,76
27,134355.000000,65647.000000,34,1193.496521,153696.612390,1494.265154,0.319144,6,2,5,81
28,140006.000000,59996.000000,36,1111.573592,213651.934734,1557.083701,0.312761,6,2,5,78
29,126870.000000,73132.000000,32,1027.180896,203981.508845,1546.780613,0.372100,6,2,5,82
30,120309.000000,79693.000000,24,1686.108537,206566.074048,1655.971870,0.309153,6,2,5,83
31,117584.000000,82418.000000,17,3302.550442,4155928.298214,1787.839745,0.332804,6,2,5,92
32,124599.000000,75403.000000,30,2288.420328,694605.347732,1595.891840,0.343487,6,2,5,85
33,107486.000000,92516.000000,18,5447.992613,13659441.752270,2137.482210,0.301990,5,2,5,92
34,126661.000000,73341.000000,34,2544.966735,2246145.442771,1591.430958,0.335602,5,2,5,78
35,134035.000000,65967.000000,39,1425.028789,830673.942656,1693.762889,0.273019,5,2,5,74
36,136674.000000,63328.000000,40,1127.591763,168943.246797,1583.828589,0.321807,5,2,5,69
37,123084.000000,76918.000000,31,1836.005651,670783.667718,1558.248313,0.323106,5,2,5,79
38,120929.000000,79073.000000,27,1211.836402,162029.214192,1658.785085,0.304474,5,2,5,79
39,122077.000000,77925.000000,30,1498.613714,192866.745507,1764.754702,0.317114,5,2,5,79
40,117212.000000,82790.000000,30,1712.351999,866831.483280,1800.303511,0.302166,5,2,5,75
41,125685.000000,74317.000000,34,1448.262152,252069.737406,1437.829766,0.356901,5,2,5,76
42,133165.000000,66837.000000,36,1502.482946,1073335.920822,1626.678301,0.340708,5,2,5,84
43,124788.000000,75214.000000,31,3528.106946,2260090.836150,1696.988238,0.302298,5,2,5,76
44,124850.000000,75152.000000,26,2906.885920,3047177.229001,1654.772137,0.290742,5,2,4,81
45,129550.000000,70452.000000,28,5402.387346,47282650.849086,1270.174279,0.427540,5,2,4,87
46,110890.000000,89112.000000,14,12374.935585,230950984.068009,1620.394092,0.362767,5,2,4,108
47,120720.000000,79282.000000,23,4545.131594,11962000.930385,1730.264979,0.323557,5,2,4,88
48,132891.000000,67111.000000,38,2230.495793,3811398.851024,1693.937183,0.358213,7,3,4,70
49,114934.000000,85068.000000,17,2293.419503,2934190.193416,1793.572939,0.296455,7,3,4,96
50,122591.000000,77411.000000,29,7125.188389,16726269.496253,1459.067251,0.383278,6,3,4,87
51,132973.000000,67029.000000,36,3439.152417,17829645.754359,1494.148457,0.348093,6,3,4,76
52,123617.000000,76385.000000,30,4236.505667,20257836.326757,1584.243361,0.321679,6,3,4,83
53,123348.000000,76654.000000,35,3610.469723,9924757.444819,1592.182150,0.388422,6,3,4,77
54,162275.000000,37727.000000,60,2565.889163,2024349.213755,890.878094,1.137309,6,3,4,80
55,138863.000000,61139.000000,42,3107.287790,5720860.979365,1053.677550,0.990763,6,3,4,78
56,134935.000000,65067.000000,39,3001.128367,2793108.091512,1055.215860,0.964592,6,3,4,89
57,149608.000000,50394.000000,49,2014.692966,1052785.021231,996.986085,0.994832,6,3,4,77
58,150591.000000,49411.000000,50,2004.250021,1337152.022832,1015.064052,0.992444,6,3,4,86
59,133686.000000,66316.000000,35,5972.398139,41026041.037724,1045.701887,1.194540,6,3,4,79
60,145856.000000,54146.000000,47,4788.470595,22567549.487777,957.864198,1.198844,6,3,4,73
61,147039.000000,52963.000000,45,4420.847653,13489340.510701,928.181460,1.424446,6,3,4,82
62,147984.000000,52018.000000,51,5199.126343,22759645.465776,882.667570,1.546314,6,3,4,73
63,146533.000000,53469.000000,47,6083.357030,39850967.010022,916.901608,1.347072,7,4,4,76
64,144533.000000,55469.000000,45,3691.658459,6970191.996504,943.693159,1.234155,7,4,4,73
65,145922.000000,54080.000000,41,5741.969479,29464462.081402,948.546941,1.258852,7,4,4,94
